cluster,Name,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,parallax_over_error,ruwe,l,b,radial_velocity,dist_kpc,dist_pc,X,Y,Z,Metal,M_e,log_age,log_age_e,dg,Av,Ag,E_BR_RP,d2,mass,e_mass,fb,rc_deg,e_rc_deg,rt_deg,e_rt_deg,ro_deg,e_ro_deg,re_deg,e_re_deg,r50_deg,bw,fitflag,rc_pc,rt_pc,e_rc_pc,e_rt_pc,R_J_pc,a_kpc,e,p_Myr,i_deg
272,NGC_6404,264.9173079,0.0397043,-33.2236084,0.030351769,0.143167388,0.050744779,-0.736238211,0.035141436,0.354471847,0.044000616,8.161427498,0.999357462,355.6848403,-1.170578173,59.44554577,2.821098515,2821.098515,-5615.283738,-189.5249576,-37.06975488,0.0270298,0.007887664,8.260071388,0.214761856,14.42740193,4.804616936,4.136775182,1.97436488,0.022896806,2286,457,0.74,0.076514139,0.004246126,0.205345633,0.015074638,0,0,0,0,0.056716567,0.40824829,king,3.767361676,10.1106969,0.209068449,0.74223685,12.08469853,14.46275737,0.273822659,1.572472119,72.19256699
273,LP_403,161.0312778,0.02382053,-58.096287,0.022007555,-7.045615299,0.029077075,2.96506747,0.02622121,0.375883223,0.027810311,13.58235613,1.01239015,286.7504697,0.71855308,10.77116144,2.660400727,2660.400727,-7415.488528,-2348.364765,49.44899541,0.0480666,0.014026488,6.889861721,0.179136405,14.709747,2.674818542,2.303018765,1.099165211,0.015422416,952,190,0.15,0.085596979,0.002199801,0.16123793,0.005550212,0.128961667,0.001031164,0.291953129,0.009126521,0.054063899,0.426991611,comb,3.974503307,7.486720834,0.102142815,0.257711618,11.31235503,7.572825311,0.167063066,0.595790002,84.07858152
273,NGC_3496,164.867243,0.036548797,-60.33640119,0.035688698,-7.414010507,0.047676675,2.73053902,0.043728333,0.405135685,0.042981036,9.434555054,1.002194405,289.4983214,-0.419774507,8.025922,2.468308858,2468.308858,-7357.706486,-2158.043051,2.36681146,0.0480666,0.014026488,8.800029359,0.228800763,12.39090317,1.173809335,1.010649837,0.48235436,0.012207184,2866,573,0.9,0.130270474,0.007269818,0.241067082,0.017491825,0.194670959,0.001402295,0.513198179,0.01389183,0.128669654,0.31767365,comb,5.6120672,10.38519798,0.313184607,0.753549859,16.1799667,8.764658234,0.144597363,0.741837498,83.55026878
274,LP_861,244.7017124,0.048608957,-52.88406164,0.034279546,-2.601912488,0.067288733,-3.993808214,0.049897271,0.260220865,0.057924897,4.511756396,0.993862475,331.2736163,-1.824743231,-23.64670036,3.842889393,3842.889393,-5139.589956,-1634.608797,-95.1704677,0.0085476,0.002494306,7.139879086,0.185636856,21.43720756,4.208255641,3.623308107,1.729301681,0.052338854,1036,207,0.79,0.113017687,0.007406084,0.118051112,0.003974072,0.100210529,0.002530394,0.260661168,0.026319622,0.049873522,0.421628539,comb,7.580217501,7.917814715,0.496733998,0.266545272,9.055344077,7.754357565,0.129505607,0.617340881,106.5106305
274,NGC_5999,238.0600218,0.028935932,-56.48575657,0.024824707,-3.42334616,0.045613889,-4.219417038,0.039292317,0.348465403,0.043314051,8.054008484,0.994042039,326.0107104,-1.943882164,-33.15190132,2.869725345,2869.725345,-5977.778303,-1445.938378,-72.0059931,0.0085476,0.002494306,8.51054501,0.22127417,13.15043861,2.184909803,1.881207341,0.897846642,0.022707843,2134,426,0.71,0.06744871,0.002408602,0.209821263,0.020501932,0.136531922,0.003407793,0.394554505,0.039761036,0.071143623,0.353438433,comb,3.378246604,10.50914049,0.120637615,1.026862962,12.64232228,6.568427518,0.1580693,0.481280672,95.36838285
274,UBC_1541,242.1759667,0.031716337,-54.2212469,0.021929826,-3.398921937,0.045471215,-4.292636507,0.037420331,0.364157894,0.040230308,8.39738745,0.97490482,329.2669423,-1.763142875,-29.05285157,2.746061577,2746.061577,-5976.245525,-1276.479914,-61.20227374,0.0270298,0.007887664,8.880241776,0.230886286,11.91977196,1.48666826,1.280021372,0.610917715,0.00672528,154,30,0.61,0.060897155,0.004222059,0.233514405,0.032838962,0,0,0,0,0.047025801,0.573861375,king,2.918667639,11.19183543,0.202354067,1.573899728,5.246624115,7.728855305,0.141255285,0.614297953,101.4727837
274,UBC_538,242.6041024,0.038496308,-52.33853931,0.022767674,-2.930962529,0.0562811,-4.282050339,0.043817595,0.338428291,0.046875097,7.366186592,1.0053948,330.728679,-0.545610348,-26.72239302,2.954835708,2954.835708,-5823.994769,-1288.296872,-10.00697394,0.0480666,0.014026488,8.829946696,0.229578614,14.25432466,3.215569215,2.768605094,1.321376296,0.040207239,1159,231,0.87,0.067346335,0.000987671,0.442986311,0.026412437,0,0,0,0,0.071888272,0.419686325,king,3.473159056,22.84551813,0.050935786,1.362131952,10.07279646,8.539254682,0.135878842,0.713405171,91.1846413
274,UFMG_43,235.7172346,0.06331511,-55.41600362,0.054814651,-3.846420357,0.08957065,-3.941739179,0.07734358,0.420672624,0.084492735,4.868512796,1.00562455,325.6392177,-0.287527141,-32.44021406,2.377145417,2377.145417,-6352.805172,-1209.804693,5.10085456,0.0152,0.004435567,8.899820502,0.231395333,14.16476545,3.850864861,3.315594646,1.582438817,0.067719183,651,130,0.76,0.073954553,0.004428427,0.299540362,0.04153026,0,0,0,0,0.071914112,0.465724395,king,3.068301509,12.42763437,0.183731071,1.723049552,8.795539578,8.31717231,0.129633247,0.685756372,89.77278107
275,LP_947,118.6101174,0.030714652,-27.51862157,0.041061698,-4.252148771,0.041258607,3.703176172,0.054193743,0.335651362,0.053614479,6.211956739,1.010691702,244.3373534,0.20839981,55.14525671,2.979281817,2979.281817,-9300.430642,-2451.332769,33.69137177,0.0480666,0.014026488,9.359835482,0.243355723,12.84202092,1.520528227,1.309174803,0.624831817,0.00862317,785,157,0.69,0.144574345,0.004902552,0.25434227,0.010384116,0.19746268,0.002770139,0.593672665,0.031249556,0.104154205,0.424872393,comb,7.517616846,13.22535982,0.254924257,0.539956141,12.15775453,10.02837846,0.26032118,0.90793002,95.6016458
275,NGC_2587,125.8427581,0.03853137,-29.48496333,0.049097057,-4.186490795,0.051993236,3.592679579,0.062268835,0.312981201,0.065244153,4.765171528,1.002641916,249.4277866,4.473441006,57.35307239,3.195080076,3195.080076,-9118.781224,-2661.95877,246.1637678,0.0480666,0.014026488,8.699837726,0.226195781,13.34380122,0.562571879,0.484374388,0.231178089,0.033600541,726,145,0.49,0.146576953,0.006037881,0.502572267,0.064772495,0.273459735,0.003817169,0.766607697,0.045142449,0.17662081,0.369960961,comb,8.173815002,28.02577521,0.336700425,3.612016627,11.79117406,7.579430884,0.311284822,0.59656971,113.378621
276,LP_1182,238.1153312,0.036347836,-55.41037935,0.028991653,-1.070545668,0.055292591,-2.241838794,0.048769217,0.493946127,0.052653696,9.585121155,0.997452438,326.7075003,-1.128613801,-3.88856973,2.02451228,2024.51228,-6542.830526,-1037.792856,-20.33587206,0.0270298,0.007887664,7.720159303,0.200724142,14.1745711,3.411297804,2.937127409,1.401807193,0.017992079,908,181,0.21,0.112909183,0.00138293,0.511438006,0.01665802,0,0,0,0,0.103420052,0.387145241,king,3.989578804,18.07135765,0.048865009,0.588601226,10.03097962,7.751665508,0.036514951,0.617019429,81.32249291
276,UBC_1542,240.0996363,0.049378168,-51.20812444,0.035102224,-1.219123289,0.065687905,-2.15117519,0.05238311,0.399832557,0.064166214,6.373347098,1.0233214,330.3322489,1.327775654,-4.56054837,2.501046957,2501.046957,-6116.44235,-1142.434266,69.04766293,0.0480666,0.014026488,8.42975228,0.219173559,14.06227659,4.09156416,3.522836742,1.681349562,0.008029151,307,61,0.62,0.088419678,0.002750452,0.250691139,0.018876345,0.162327777,0.003165798,0.359301849,0.027187153,0.075537658,0.505407239,comb,3.859651941,10.94304529,0.120061367,0.823980852,6.699018733,7.385819145,0.051867008,0.573857823,100.0456632
277,LP_1218,273.9824559,0.047938781,-18.10084396,0.043773906,-0.004130083,0.05930311,-1.212144938,0.046436547,0.357907351,0.054243878,6.443730399,0.9965407,12.84386279,-0.639800699,7.79094845,2.794019171,2794.019171,-5700.423644,552.1008662,-13.01602648,0.0270298,0.007887664,8.989894564,0.233737259,13.06745891,2.481152078,2.136271939,1.019581704,0.052807072,1008,201,0.84,0.094210884,0.006616266,0.130296674,0.007537216,0.104014439,0.002788572,0.258633342,0.03021935,0.051229767,0.431464151,comb,4.59417811,6.353895665,0.322641113,0.367551086,9.31963412,11.19041126,0.086899918,1.070225696,81.54276615
277,Ruprecht_138,269.9914167,0.045038026,-24.66164208,0.037847698,0.269890401,0.055090416,-1.136279769,0.038689055,0.392719484,0.049730115,7.817230819,0.974715,5.309277572,-0.579160268,11.61519203,2.546346797,2546.346797,-5816.18867,214.2119119,-8.61870615,0.0480666,0.014026488,8.068185862,0.209772832,13.61148958,3.182390717,2.740038407,1.30774223,0.059960151,915,183,0.29,0.057895299,0.008865676,0.303146986,0.2527769,0.000962959,0.025684317,0.164224996,7.940986863,0.046591159,0.444871975,comb,2.572990723,13.47249943,0.394009574,11.23394524,9.178461557,10.76739016,0.10335821,1.010117693,75.2646903
277,UBC_1006,272.4554918,0.057569552,-21.43593201,0.049836475,0.017460659,0.07199169,-1.122040736,0.05193142,0.346256106,0.061682638,5.534480046,1.0034331,9.2317169,-0.985206952,11.88388806,2.888035713,2888.035713,-5558.400286,415.5874094,-30.51964888,0.0480666,0.014026488,8.710117365,0.226463051,13.65238931,2.433572058,2.095305542,1.000029611,0.099670834,1129,225,0.91,0.13787517,0.003003712,0.275987618,0.008810227,0.1875141,0.001848431,0.444020062,0.01704279,0.126737992,0.405480133,comb,6.949698883,13.91135794,0.151404302,0.444085942,9.528980177,12.10790778,0.105963794,1.204508751,91.47662271
278,Moffat_1,240.3973415,0.033509037,-54.14569332,0.024704705,-2.31560761,0.051904423,-3.018394898,0.042479708,0.400731914,0.047313779,8.3001,0.9917865,328.5383994,-1.017656757,-51.69979139,2.495433891,2495.433891,-6200.07724,-1176.079694,-23.94750269,0.0480666,0.014026488,6.670245853,0.173426392,15.69224961,4.111946748,3.54038615,1.689725395,0.083276567,546,109,0.64,0.103385212,0.01551703,0.489916183,0.343234424,0.242871198,0.005418623,0.559412534,0.045284784,0.084307861,0.461134671,comb,4.502791725,21.33758293,0.675821551,14.94907341,8.161072944,8.548828441,0.159773498,0.714605255,100.7250521
278,Ruprecht_176,243.6680514,0.037270747,-51.33845021,0.025807451,-2.707248845,0.054591393,-2.99604191,0.042901834,0.364568737,0.047696177,7.554305626,0.9940379,331.8921235,-0.276728132,-52.27028682,2.742966958,2742.966958,-5925.361921,-1173.083411,3.54693106,0.0270298,0.007887664,8.889861721,0.231136405,12.9486538,2.295924552,1.976791039,0.943466017,0.078990706,1040,208,0.51,0.10747873,0.001039067,0.153396965,0.001287494,0.13696628,0.00153859,0.409293834,0.016822857,0.063842762,0.404586008,comb,5.145415728,7.343696343,0.049744091,0.061637236,9.833534567,7.691766068,0.141532976,0.609881422,107.4459862
279,NGC_654,25.97342593,0.039032333,61.86798893,0.043423135,-1.15913872,0.047699263,-0.32306049,0.049652729,0.324736051,0.064142961,5.141869783,1.009383678,129.0729594,-0.380010234,-20.61033362,3.079424031,3079.424031,-9896.499502,2184.92288,7.92176645,0.0480666,0.014026488,6.620136055,0.172123537,15.95488653,3.70708302,3.19179848,1.523354436,0.082803439,3511,702,0.26,0.104397956,0.006276528,0.199891815,0.016445774,0.189897175,0.001138521,0.52170302,0.013588834,0.122231609,0.322854281,comb,5.610981773,10.74340316,0.337338829,0.883896023,20.70139759,13.54410795,0.26838283,1.425055941,83.40147228
279,NGC_663,26.53198619,0.037101161,61.19511659,0.044344602,-1.140069892,0.049424216,-0.357385606,0.052410049,0.339889622,0.067490589,5.065918207,1.005771458,129.4736684,-0.977378458,-24.95106071,2.942131605,2942.131605,-9816.871691,2057.91777,-20.31335724,0.0480666,0.014026488,6.670245853,0.173426392,15.91463403,3.277921246,2.822290192,1.346998663,0.045353386,12228,2445,0.24,0.205703699,0.009997243,0.471722485,0.041067178,0.384573217,0.004039859,1.225447116,0.048129283,0.377794523,0.253681927,comb,10.56286099,24.22289467,0.513357264,2.108794807,31.20559832,13.55368593,0.281325916,1.426567841,83.68306799
279,Riddle_4,31.83712855,0.020294469,60.26371619,0.030880965,-0.806975923,0.035645729,-0.492225069,0.048045181,0.343615305,0.04031061,8.841767233,1.01062225,132.2191552,-1.227482156,-25.26602035,2.910231256,2910.231256,-9921.901527,1983.265357,-32.2130742,0.0480666,0.014026488,6.680335513,0.173688723,16.40841877,4.241338458,3.651792412,1.742896428,0.008437715,283,56,0.42,0.107738132,0.001425238,0.133438912,0.001210839,0.138531858,0.001446467,0.386197854,0.014741409,0.038232919,0.517606168,comb,5.472355588,6.777778324,0.072392281,0.061502287,8.923004033,13.40924857,0.283436835,1.403824977,83.02094485
280,NGC_1931,81.97879496,0.089044299,34.63125402,0.067145992,0.077255022,0.114678893,-2.124218542,0.081589703,0.45763598,0.099740457,4.421792745,1.014070868,173.1819541,-0.13611948,-20.83440635,2.185142875,2185.142875,-10224.11252,224.1350277,36.09608032,0.0480666,0.014026488,6.630427875,0.172391125,15.83623451,3.143002813,2.706125422,1.291556529,0.071256264,4787,957,0.31,0.415847819,0.062128911,1.308872611,0.334504914,0,0,0,0,0.279659647,0.301023307,king,15.85957825,49.91770222,2.369468543,12.7573276,22.89411356,10.07496146,0.210728714,0.914263524,77.64716944
280,UBC_198,82.1010539,0.04022532,35.70127816,0.03133137,-0.017119403,0.052048318,-1.986517708,0.037772037,0.502970657,0.046333693,11.14987373,1.0233842,172.3244371,0.561489148,-24.08400948,1.988187553,1988.187553,-9936.026136,246.8482488,45.31617005,0.0480666,0.014026488,7.609594409,0.197849455,13.36166735,1.839259959,1.583602825,0.755808489,0.016793407,397,79,0.37,0.203573696,0.027198115,1.16621792,0.524905196,0,0,0,0,0.173229928,0.44429979,king,7.064092538,40.46825041,0.943785985,18.21443021,9.868420898,9.475129512,0.202718104,0.833842516,96.01552107
281,NGC_1960,84.10010528,0.052791741,34.13352622,0.041405283,-0.222989207,0.068922244,-3.387456734,0.050786119,0.846890907,0.059780698,13.5857954,1.008927941,174.5558797,1.086764451,-5.13490475,1.180789629,1180.789629,-9241.44293,106.9322278,44.78997687,0.0270298,0.007887664,7.369215857,0.191599612,11.36226896,1.038460305,0.894114323,0.426735281,0.011509516,1123,224,0.36,0.273387616,0.00922937,0.379335993,0.010540408,0.385960358,0.006945945,1.231290373,0.087988639,0.190126695,0.341270997,comb,5.634154285,7.817609085,0.190205011,0.217223756,13.28915996,8.449459077,0.125376269,0.702181953,87.37184928
281,Theia_3747,96.93635964,0.050106371,36.0403979,0.04580785,-0.368767268,0.064354407,-3.614632593,0.047820477,0.826557584,0.059756831,14.48257804,1.029505492,178.0173884,11.20833912,-7.36237566,1.209837062,1209.837062,-9264.635146,40.12461513,250.0963238,0.0085476,0.002494306,8.840106094,0.229842758,10.8809399,0.82943405,0.714142717,0.340839963,0.007267169,127,25,0.23,0.2246141,0.006916099,0.390858409,0.014255952,0.318131563,0.00315735,0.784492422,0.03227344,0.158344943,0.505407239,comb,4.742870507,8.253225512,0.146037858,0.301023552,6.431867426,9.29158657,0.108529741,0.809731658,84.99387948
282,NGC_2099,88.07508473,0.056531386,32.54360674,0.045936586,1.8808277,0.068592351,-5.618546412,0.044838037,0.671888461,0.062227376,10.91305304,1.011758387,177.6472806,3.088480581,6.77847319,1.488342275,1488.342275,-9520.134208,57.42754139,99.89895547,0.0270298,0.007887664,8.550228353,0.222305937,11.77165689,1.088341417,0.93706196,0.447232964,0.00914817,5304,1060,0.58,0.173752578,0.006764407,0.435774702,0.034547983,0.335868716,0.001455242,1.078166829,0.018125202,0.182525678,0.269294749,comb,4.513479168,11.31988982,0.175715436,0.897434751,22.73534809,8.266882463,0.211168035,0.679546136,99.76769972
282,OC_0289,74.51995509,0.068752103,32.76455341,0.035295516,2.288288937,0.092156895,-5.711881552,0.059029859,0.72307813,0.072617799,10.13052654,1.002529025,171.0434136,-6.243893124,6.05270644,1.382976415,1382.976415,-9404.327019,203.9070605,-120.3703434,0.0085476,0.002494306,9.071882007,0.235868932,11.64127572,2.310831893,1.98962626,0.949591902,0.024247878,346,69,0.78,0.461735501,0.043615607,1.067728393,0.111301433,0,0,0,0,0.271816667,0.441513891,king,11.14513692,25.77228546,1.052771362,2.68653744,9.081799379,10.0387067,0.226829681,0.909332999,86.28491321
283,NGC_2311,104.4469419,0.039335735,-4.608165654,0.039520215,-1.296177057,0.05027648,1.016624503,0.043618865,0.446838599,0.04792671,9.463012441,1.011377,217.7617169,-0.693374421,32.11085115,2.237944532,2237.944532,-9719.519324,-1237.369487,0.43134804,0.0270298,0.007887664,7.380211242,0.191885492,11.97515635,1.37023647,1.1797736,0.563072311,0.00498815,201,40,0.48,0.083814396,0.003299134,0.130261004,0.005088039,0.115438022,0.001099283,0.267859285,0.009140013,0.046320759,0.47505817,comb,3.273748448,5.087929759,0.128862526,0.198736262,7.813774532,7.486804142,0.105434431,0.585667347,74.4483152
283,OC_0369,105.7850225,0.022435988,-6.924731361,0.022290207,-1.139724289,0.028388724,1.426903253,0.027340234,0.416531358,0.026595598,15.4615531,1.073640168,220.4253801,-0.565422689,27.18287812,2.400779633,2400.779633,-9776.256609,-1408.840032,3.66123687,0.0480666,0.014026488,6.670245853,0.173426392,16.40714467,3.054345394,2.629791384,1.255124468,0.022220172,114,22,0.11,0.1204364,0.005234189,0.146577441,0.004245733,0.140749144,0.001468916,0.370364887,0.014495636,0.044663285,0.573861375,comb,5.046466924,6.141815994,0.219320419,0.17790262,6.500540776,7.392513098,0.126350396,0.574638152,72.31356597
284,NGC_2367,110.0272293,0.042792365,-21.88587847,0.05841469,-1.712203681,0.06787715,2.525200819,0.07643562,0.403796072,0.078428365,4.871818217,0.993203,235.601643,-3.84315531,35.59048112,2.476497591,2476.497591,-9383.3884,-1841.770312,-125.2674427,0.0480666,0.014026488,7.290034611,0.1895409,12.96316911,1.581769046,1.361903148,0.649997553,0.033863638,303,60,0.59,0.129736926,0.004921585,0.190624362,0.00656269,0.162652456,0.002002605,0.367269497,0.015888203,0.073980381,0.489154654,comb,5.607623937,8.239363829,0.21272585,0.283659392,8.824398081,7.716515747,0.168694382,0.612827398,73.31592992
284,Ruprecht_16,110.8110021,0.028036009,-19.4795482,0.035584861,-2.110936868,0.041678702,2.494190683,0.048638497,0.309605005,0.053133603,5.240313292,1.007906795,233.816503,-2.062143318,44.87970154,3.229921947,3229.921947,-9789.858181,-2280.668346,-77.81922463,0.0270298,0.007887664,8.42975228,0.219173559,13.43773534,1.203618249,1.036315313,0.49460376,0.010288042,3.5,61,0.71,0.125591125,0.003757089,0.267575996,0.012886957,0.203296743,0.001409595,0.50643109,0.014226822,0.105964849,0.451529711,comb,7.079919925,15.08400076,0.211797524,0.726473496,2.070089026,9.038904795,0.209313234,0.776926654,109.74464
284,UBC_1378,113.5076035,0.028710207,-19.21114793,0.034999718,-1.77100725,0.043916507,2.678140126,0.046035975,0.359310971,0.049542597,7.249275098,1.01268205,234.792073,0.291625235,40.9106906,2.783104557,2783.104557,-9543.059985,-2012.174244,38.37490384,0.0480666,0.014026488,8.749736316,0.227493144,13.22363004,1.643450578,1.415010947,0.675344392,0.022886765,279,55,0.96,0.10057374,0.008711345,0.520896998,0.237249855,0.151729884,0.002367088,0.321379982,0.016701318,0.084081834,0.485882288,comb,4.885302835,25.30222682,0.423147816,11.52425463,8.717262059,11.28002618,0.208245709,1.083107254,75.14566465
284,UBC_228,118.3880758,0.019716363,-22.39403583,0.022152893,-2.255800085,0.022302046,2.126598373,0.028734387,0.318310685,0.033250112,9.272883938,1.00601405,239.8235012,2.667067011,47.39008335,3.141584767,3141.584767,-9485.311369,-2346.432094,150.369062,0.0270298,0.007887664,9.130333768,0.237388678,12.43557966,1.044353276,0.899188171,0.429156883,0.004809587,263,52,0.54,0.128229829,0.000990485,0.274790334,0.003452666,0.194520905,0.003304791,0.429743169,0.030789043,0.085133344,0.528291587,comb,7.030969486,15.06702823,0.054309281,0.189313122,8.589595851,9.973216279,0.213578485,0.90044908,80.56530187
285,NGC_2383,111.1783258,0.040224392,-20.94798038,0.053546032,-1.61093018,0.066876471,1.913523928,0.078722969,0.287866671,0.073494304,3.89869523,1.009304404,235.2749255,-2.451066737,71.62702673,3.47383043,3473.83043,-9868.396159,-2519.206388,-106.1927052,0.0270298,0.007887664,8.720159303,0.226724142,12.98570614,0.877955813,0.755919955,0.360779048,0.056528061,1552,310,0.91,0.114856958,0.002087494,0.156336059,0.00227619,0.157188184,0.001544768,0.48609273,0.017728583,0.079519143,0.342086473,comb,6.963751941,9.478620654,0.126564299,0.138004896,15.90660181,10.56775357,0.239224847,0.98215565,75.97528803
285,OC_0412,113.4139075,0.031220372,-24.01927138,0.05053482,-1.095315909,0.038880004,2.079750818,0.06496817,0.130052882,0.067740728,2.009851807,0.997420965,238.9626102,-2.113736845,76.23578987,7.689179836,7689.179836,-11292.33052,-5251.261454,-199.0623975,0.0085476,0.002494306,6.599883072,0.17159696,15.53353459,2.730152467,2.350661274,1.121903623,0.146306555,754,150,0.31,0.196043685,0.008330664,0.387480773,0.023747303,0.300238156,0.007920705,0.700180648,0.071762078,0.130066608,0.451529711,comb,26.30935756,52.00050286,1.117987646,3.1869238,14.6946384,5.941694,0.568138977,0.414068054,27.05290994
285,UBC_1385,116.7517681,0.050334358,-20.97300577,0.054700371,-1.344374615,0.069695067,1.825931484,0.07261303,0.219356387,0.07139644,3.121731053,1.00684895,237.8267714,2.090911572,75.4642199,4.558791362,4558.791362,-10099.38611,-3144.296171,160.5547495,0.0152,0.004435567,8.899820502,0.231395333,13.7086274,1.070673156,0.921849588,0.439972532,0.094741743,410,82,0.87,0.136877989,0.018312557,0.276488229,0.054952848,0.224769968,0.004008424,0.663001736,0.043972707,0.107556322,0.437809596,comb,10.89082301,21.99904008,1.45705543,4.372373863,10.62647127,13.00626974,0.34125815,1.341020565,107.2098676
286,NGC_2567,124.643384,0.039643496,-30.59493838,0.052388348,-2.966480011,0.053959075,2.621477518,0.066104963,0.564822267,0.063831411,8.91981411,1.007541537,249.7711624,3.000033445,35.85726763,1.770468444,1770.468444,-8688.529687,-1540.905954,107.4580622,0.0270298,0.007887664,8.760422483,0.227770985,11.48775605,0.302804981,0.260715089,0.12443188,0.007501834,1021,204,0.5,0.182451177,0.009147239,0.42770024,0.039660345,0.331577107,0.001734845,0.885997815,0.01898365,0.21202237,0.342453323,comb,5.637833261,13.21615283,0.282654292,1.225524635,12.53375923,10.46818102,0.14994053,0.968307151,87.87260525
286,UBC_475,123.8941794,0.039560545,-33.89463493,0.046415832,-2.895866188,0.054176632,2.902458137,0.0614905,0.485808199,0.056177583,9.085742835,0.99784577,252.1465693,0.619596157,31.76258649,2.058425532,2058.425532,-8707.328137,-1816.947444,42.53173658,0.0085476,0.002494306,8.139879086,0.211636856,11.66598692,0.790484408,0.680607076,0.324834357,0.004909532,154,30,0.51,0.08124137,0.000969714,0.492979488,0.021926915,0,0,0,0,0.092085604,0.506824964,king,2.91870207,17.71093043,0.034838239,0.787752991,6.707125839,7.842632104,0.161691689,0.627912411,86.32614945
287,NGC_2659,130.645253,0.037263967,-44.98735031,0.039042473,-5.283953285,0.047922812,5.070779694,0.04669058,0.465869957,0.046907187,9.612898827,1.002871156,264.179416,-1.649801137,22.15354307,2.14652176,2146.52176,-8322.645917,-1968.405172,-36.42990278,0.0480666,0.014026488,8.699837726,0.226195781,12.49709344,1.217451659,1.048225879,0.500288333,0.022988773,400,80,0.97,0.141686327,0.010265394,0.183690891,0.009842424,0.191095467,0.001125026,0.52534301,0.010502129,0.069264887,0.438845848,comb,5.308118444,6.881772061,0.384581409,0.368735315,8.996794256,9.092609659,0.216724911,0.783861121,84.82080215
287,Theia_3337,138.9838822,0.018682141,-44.86417799,0.021494002,-5.202673752,0.022802351,5.15261618,0.029149436,0.556034342,0.024654436,22.15442753,0.981497079,267.9535425,2.884950644,20.19858132,1.798450069,1798.450069,-8181.978068,-1705.298259,106.6634488,0.0480666,0.014026488,7.320146286,0.190323803,11.88169481,1.420568959,1.223109873,0.583755479,0.005440702,91,18,0.47,0.134139101,0.002390746,0.208511134,0.003700689,0.167468404,0.000699143,0.311624117,0.005556601,0.072264285,0.550321208,comb,4.210475492,6.54492995,0.075042828,0.116160465,5.405660408,9.336187205,0.199698741,0.81556885,79.5777695
288,NGC_2972,145.0578035,0.056612324,-50.3364065,0.060154615,-5.047006003,0.071881104,2.538600735,0.071006887,0.492171815,0.070634272,7.023411036,1.00499928,274.69245,1.747705728,9.50877359,2.031810782,2031.810782,-7967.253714,-1883.321971,78.50279375,0.0270298,0.007887664,8.42975228,0.219173559,13.21680443,1.88933416,1.626716712,0.776385519,0.006266448,558,111,0.44,0.111015677,0.009420963,0.195839598,0.020099646,0.158948125,0.001755649,0.441228258,0.018683321,0.10162887,0.394571477,comb,3.936814394,6.944822291,0.334084192,0.712769384,9.772819136,6.889961063,0.115619754,0.517048705,85.13742027
288,UBC_1456,140.0652624,0.062301716,-50.26009256,0.065187894,-4.985590832,0.078072175,2.819800164,0.07842933,0.497778968,0.073196638,6.433419943,1.005932689,272.3468407,-0.370987462,16.03962484,2.00892377,2008.92377,-8049.950734,-1822.389872,9.11019537,0.0480666,0.014026488,6.620136055,0.172123537,16.0083398,3.911090104,3.36744858,1.607187222,0.026860311,376,75,0.51,0.210152229,0.005601073,0.342380822,0.009810924,0.24739963,0.001690543,0.468795314,0.01081319,0.160860308,0.431929845,comb,7.368427688,12.00467081,0.196386693,0.343993896,8.615570087,7.279469513,0.120864884,0.561507938,84.77075237
289,NGC_5045,198.6607196,0.020193646,-63.57900488,0.024408207,-4.256631591,0.026157253,-2.383206433,0.033848493,0.495182369,0.030883992,15.90085512,1.0039995,305.5102958,-0.825468733,-4.30843407,2.019458005,2019.458005,-7013.885996,-1551.386302,-9.29285662,0.0480666,0.014026488,6.800029359,0.176800763,12.89788288,1.538596246,1.324731367,0.632256522,0.026109014,109,21,0.52,0.138012741,0.007685206,0.356711089,0.0421836,0.155229622,0.002146206,0.313629963,0.017666789,0.104563579,0.580993279,comb,4.86442347,12.57270728,0.270874241,1.486811235,5.219707011,6.997244883,0.039250884,0.529172069,93.68066295
289,Theia_2541,202.1604557,0.024682436,-64.28869006,0.02830523,-4.710717762,0.030970292,-2.640091651,0.036556136,0.49819946,0.03714185,13.97606547,1.0048093,306.9557541,-1.699058402,-28.8477459,2.007228189,2007.228189,-6988.934408,-1505.343853,-37.5989833,0.0085476,0.002494306,7.489958479,0.19473892,11.8696369,1.089846854,0.938358141,0.447851594,0.004883772,107,21,0.54,0.195227273,0.007487737,0.336400047,0.015073004,0.244084802,0.003738846,0.435416181,0.028889696,0.113616784,0.552911122,comb,6.83934644,11.78501563,0.262315949,0.528048641,5.16970738,6.991374954,0.120237827,0.528506332,81.47797217
289,Theia_339,213.880113,0.034497397,-63.73962869,0.045236521,-4.717592512,0.038380806,-3.124198871,0.052614965,0.494803066,0.057897294,8.369012341,1.00845985,312.0726541,-2.371871199,-32.51669693,2.021006069,2021.006069,-6918.875683,-1333.234749,-56.58610048,0.0480666,0.014026488,7.359835482,0.191355723,11.88434534,1.444849721,1.24401561,0.593733191,0.004676021,168,33,0.47,0.117212511,0.004532334,0.165130469,0.005416441,0.15007477,0.000899611,0.332189707,0.006900295,0.057343258,0.490280459,comb,4.134461528,5.824681728,0.159869969,0.191055261,5.92489019,7.359590131,0.127432455,0.570803655,84.83685944
